85.42 69.59 93.53 193.89
81.44 70.83 95.32 118.54
84.38 69.07 92.45 196.05
86.08 69.79 94.24 131.0
80.73 66.49 93.88 133.76
85.57 71.35 95.68 165.34
82.29 72.16 91.37 190.58
85.05 77.6 94.6 140.69
86.98 77.84 94.96 143.29
82.99 71.88 93.88 152.08
