98.59 96.49 50.0 13.21 76.11 70.56 53.33 78.12 73.44 63.4 51.44 1309.78
98.95 94.72 56.67 11.77 77.78 83.33 54.44 71.54 71.65 62.5 48.56 1083.94
98.24 95.44 40.0 12.42 79.44 68.89 42.22 75.26 73.44 68.56 51.08 1110.23
98.25 94.01 56.67 12.31 80.0 76.11 54.44 70.4 73.71 65.1 51.44 1087.23
98.24 95.44 63.33 12.66 83.89 75.56 57.78 77.93 72.4 62.89 46.76 1411.0
98.6 96.13 40.0 13.12 77.22 73.33 45.56 92.52 72.16 65.1 51.44 1084.71
97.54 93.68 70.0 13.16 78.33 69.44 60.0 66.49 72.92 68.04 51.08 1200.48
99.3 94.01 43.33 10.64 79.44 66.67 55.56 70.57 72.16 65.1 50.72 1069.36
97.89 95.09 50.0 10.22 75.0 72.78 64.44 74.05 71.35 64.43 51.44 1168.29
98.25 95.77 53.33 11.7 78.33 74.44 52.22 68.01 73.2 63.54 50.72 1043.26
