96.13 96.14 0.0 0.02 66.67 70.0 0.0 0.04 62.5 65.98 0.0 0.14
96.84 95.77 0.0 0.02 65.56 85.56 0.0 0.04 61.86 61.46 0.0 0.12
96.83 95.79 0.0 0.02 75.0 69.44 0.0 0.04 64.58 63.4 0.0 0.13
95.44 96.13 0.0 0.02 71.67 75.56 0.0 0.04 65.46 63.02 0.0 0.12
97.18 96.49 0.0 0.02 75.0 74.44 0.0 0.04 61.98 61.86 0.0 0.13
97.54 94.72 0.0 0.02 68.89 75.0 0.0 0.04 64.43 65.1 0.0 0.12
95.42 97.54 0.0 0.02 65.56 71.67 0.0 0.04 64.06 63.92 0.0 0.13
97.54 95.42 0.0 0.02 68.33 73.33 0.0 0.04 60.82 64.06 0.0 0.12
95.42 95.79 0.0 0.02 62.78 72.78 0.0 0.04 62.5 65.98 0.0 0.13
96.14 96.83 0.0 0.02 69.44 76.67 0.0 0.04 65.46 60.42 0.0 0.12
