98.59 95.44 53.33 117.53
98.95 93.66 40.0 130.46
98.59 93.68 60.0 138.56
98.6 96.13 56.67 125.87
97.89 96.84 43.33 159.41
98.6 96.13 56.67 138.8
96.83 93.68 46.67 116.65
99.3 92.96 56.67 158.38
97.89 94.39 50.0 130.12
98.6 97.89 60.0 108.95
