96.13 96.14 0.0 0.02
96.84 95.77 0.0 0.02
96.83 95.79 0.0 0.02
95.44 96.13 0.0 0.02
97.18 96.49 0.0 0.02
97.54 94.72 0.0 0.02
95.42 97.54 0.0 0.02
97.54 95.42 0.0 0.02
95.42 95.79 0.0 0.02
96.14 96.83 0.0 0.02
