74.48 64.95 51.08 943.15
71.65 65.1 48.2 836.15
75.52 63.4 46.04 972.64
77.84 56.25 44.24 885.35
73.96 59.28 54.68 1045.36
73.2 62.5 50.0 833.47
74.48 60.31 47.84 932.43
71.65 67.71 48.92 869.1
73.96 63.92 52.52 968.56
76.29 59.38 46.04 888.37
