98.59 93.33 70.0 17.55
98.6 95.77 73.33 19.33
98.59 93.68 66.67 19.32
98.25 94.72 83.33 18.07
98.59 91.93 70.0 17.51
98.25 96.48 73.33 17.17
97.18 97.54 70.0 15.73
99.3 94.72 70.0 16.98
98.59 92.28 70.0 17.13
98.25 96.83 80.0 17.94
