98.24 95.44 53.33 142.62 75.0 66.67 50.0 236.19 74.48 64.95 51.08 943.15
98.25 97.18 43.33 95.28 76.11 81.67 51.11 191.51 71.65 65.1 48.2 836.15
98.24 93.68 60.0 113.63 82.22 68.89 42.22 219.2 75.52 63.4 46.04 972.64
97.89 94.37 43.33 125.32 79.44 73.33 53.33 257.11 77.84 56.25 44.24 885.35
97.89 96.84 43.33 190.99 84.44 74.44 47.78 198.85 73.96 59.28 54.68 1045.36
98.6 96.13 56.67 124.98 77.22 73.33 54.44 215.67 73.2 62.5 50.0 833.47
97.18 93.68 46.67 97.96 72.78 73.33 54.44 186.44 74.48 60.31 47.84 932.43
98.95 92.96 60.0 118.62 75.0 73.33 55.56 198.53 71.65 67.71 48.92 869.1
97.89 94.39 50.0 125.17 74.44 75.56 57.78 176.31 73.96 63.92 52.52 968.56
98.6 95.07 43.33 123.77 77.78 75.56 48.89 228.96 76.29 59.38 46.04 888.37
