97.89 95.44 53.33 135.71 75.56 66.67 50.0 217.95 75.52 64.95 51.08 975.7
97.89 94.72 50.0 137.64 78.33 81.11 63.33 177.13 72.68 60.42 50.0 808.97
98.24 93.68 60.0 117.2 80.0 68.89 42.22 224.4 73.44 63.4 46.04 1029.67
98.6 94.72 40.0 113.45 79.44 72.78 46.67 203.47 75.26 64.58 50.36 937.19
97.89 96.84 43.33 194.07 84.44 74.44 47.78 203.15 72.92 59.28 54.68 1093.29
97.89 95.07 30.0 180.36 76.67 73.33 51.11 206.5 72.16 62.5 51.8 887.7
97.18 93.68 46.67 100.74 74.44 73.33 54.44 187.67 72.4 60.31 47.84 1030.21
98.95 94.72 60.0 146.58 79.44 72.78 47.78 176.01 73.2 63.02 49.64 872.89
97.89 94.39 50.0 120.79 74.44 75.56 57.78 177.34 71.88 63.92 52.52 1046.08
98.25 95.42 56.67 131.34 78.33 74.44 55.56 227.41 73.71 64.58 51.8 888.12
